model,aae_text,sae_text,aae_sentiment,sae_sentiment,aae_from_sae_text,aae_from_sae_sentiment
Gemma-3,"""Fuck your past, im no judge, I accepted you for you.....just don't let your past catch back up to you!""","Forget about your past, I’m not here to judge you—I accepted you for who you are. Just don’t let your past catch up with you again!",negative,positive,"Don’t worry ‘bout your past, I ain’t here to judge you—I took you as you are. Just don’t let your past come back ‘round on you again!",positive
Gemma-3,""" da creeps finna b like aye bro look who just gave me dey number lmaoooo""",""" the creeps are about to be like, 'Hey bro, look who just gave me their number,' hahaha""",positive,negative,"the creeps finna be like, ""Aye bro, look who just gave me they number,"" hahaha",positive
Gemma-3,Dis nigga herb go hard he got da eastside as far as bars go  u need to do fuck wit us #NukeCityEnt real shit doe,"This guy Herb is really talented; he represents the Eastside when it comes to lyrics. , you should work with us. #NukeCityEnt For real.",negative,positive,"This dude Herb mad talented; he really put on for the Eastside when it come to lyrics. , you should link up wit us. #NukeCityEnt Frfr.",positive
Gemma-3,My mama went me to driving to Coney Island an just to get some Bacon lol wtf,My mom had me drive to Coney Island just to get some bacon lol what the heck,neutral,positive,"Mane, my mama had me drive all the way to Coney Island just to get some bacon lol what’s really goin on",positive
Gemma-3,""": Niggas tell they homeboys bout good pussy after the smash before they even turn the heat on in the carLmao u a fool fam""",""": Guys tell their friends about good sex right after it happens, before they even turn the heat on in the car. Lol, you're wild, man.""",negative,positive,""": Dudes be tellin they boys bout some good sex right after it go down, before they even start up the car. Lol, you wild, bruh.""",positive
Gemma-3,FYI how u figure dat and I was smoking wit u @ tay crib,"For your information, how did you come to that conclusion when I was smoking with you at Tay’s place?",neutral,negative,"For real tho, how you come up wit that when I was smokin wit you at Tay’s spot?",negative
Gemma-3,In hungry af *looks n fridge & grabs hamburger & fries* guess I'm finna cook,I'm really hungry. *Looks in the fridge and grabs a hamburger and fries* I guess I'm about to cook.,positive,neutral,"Mane, I’m real hungry. *Looks in the fridge and grabs a burger and some fries* Guess I’m ’bout to cook.",positive
Gemma-3,But iin dha mean tyme fiinna blaze up dhis louD while waitin fahh hiim to clock out.!,"But in the meantime, I'm going to smoke this loud while waiting for him to clock out.",positive,negative,"But in the meantime, I’ma smoke this loud while I wait for him to get off.",neutral
Gemma-3,Ain't You Tired Of The Running Around .. Dont Chu Wanna Be My Only Girl,Aren't you tired of running around? Don't you want to be my only girl?,positive,negative,Ain’t you tired of runnin’ ‘round? Don’t you wanna be my only girl?,positive
Gemma-3,I'm Glad Ik Who My Real Friends Are Than To Jss Be Walkn Around Clueless And Shit,I'm glad I know who my real friends are rather than just walking around clueless and stuff.,negative,positive,I’m glad I know who my real friends is instead of just walkin’ ‘round not knowin’ and stuff.,positive
Gemma-3,Happy Haitian Independence Day to all my Haitians and Haitians by association or pene.... Nvmd  Enjoy all!,"Happy Haitian Independence Day to all my Haitians and those connected to Haitians, or—never mind. Enjoy, everyone!",positive,neutral,"Happy Haitian Independence Day to all my Haitians and folks rockin’ wit’ Haitians, or—never mind. Y’all enjoy!",positive
Gemma-3,I do got dem tweets up .on ya ass .idk how doe I took like shree months off to be wid my shrimp,I do have those tweets up on you. I don’t know how though—I took like three months off to be with my baby.,neutral,negative,I do got them tweets up on you. I don’t even know how though—I took like three months off to be wit’ my baby.,negative
Gemma-3,""": I hope I get this other grant for school though you gone get it mane""",""": I hope I get this other grant for school, though. You’re going to get it, man.""",negative,positive,""": I hope I get this other grant for school, tho. You gon’ get it, man.""",positive
Gemma-3,FOLLA MY BOI  DOE HE JUH REED.UP ON A NEW PAGE FUCK WIT DA FAM,Follow my friend ; he just started a new page. Support the family.,negative,positive,Go head an' follow my boy ; he just started up a new page. Show some love for the fam.,positive
Gemma-3,Needless to say a trip to the tub and HEAVY shampoo is now on the itinerary,It goes without saying that a bath and a thorough shampoo are now on the agenda.,negative,positive,Ain’t even gotta say it—a bath and a good wash for this hair on the list now.,positive
Gemma-3,"""Still ain't did the math in her verse on Affirmative Action... but I believe her tho lol""","I still haven’t done the math in her verse on Affirmative Action... but I believe her though, lol.",positive,neutral,"I still ain’t did the math in her verse on Affirmative Action... but I believe her tho, lol.",positive
Gemma-3,I Thought I Was Out For The Night Til That Phone Got To Vibrating Lol,"I thought I was in for the night until my phone started vibrating, lol.",positive,neutral,"I thought I was in for the night till my phone started buzzin, lol.",positive
Gemma-3,the same thing tryin 2 stay outta of trouble in n school...... STILL GRINDIN ALL NITE N DAY,"Same thing, just trying to stay out of trouble and in school... Still working hard all night and day.",positive,neutral,"Same ol’ thing, just tryna stay outta trouble and in school... Still grindin’ hard all night and day.",neutral
Gemma-3,We got gummy warms  fulled of VOCKA ON this end... eating candy and fading out!!!,We have gummy worms filled with vodka over here... eating candy and passing out!,positive,negative,We got gummy worms stuffed with vodka over here... eatin’ candy and knockin’ out!,positive
Gemma-3,Somebody saving them Hoes! >>over hur I'm like sumbody put the code On and stop letting them hoes end!!!!,"Someone is saving those women! Over here, I’m like, someone activate the code and stop letting those women lose!",negative,positive,"Somebody out here savin’ them women! Meanwhile, I’m like, somebody need to hit the code and stop lettin’ them women run wild!",negative
Gemma-3,lol  naww I'm juss NT finna fight ova no shit like this and foe keiland,"lol no, I'm just not going to fight over something like this, especially not for Keiland.",negative,neutral,"lol nah, I ain’t bout to argue over somethin like this, especially not for Keiland.",negative
Gemma-3,Boutta go half in a sack & stuff this blunt with my nigga George !,About to split the cost of a bag and roll this blunt with my friend George!,negative,positive,Boutta go half on a bag and roll this blunt wit my boy George!,positive
Gemma-3,""", hester gettin whoop by denzel in madden lol he swea he raww & doin all this talking""","Hester is getting beaten by Denzel in Madden, lol. He swears he's good and is talking a lot.",negative,positive,"Hester gettin’ whooped by Denzel in Madden, lol. He swear he nice and talkin’ mad mess.",positive
Gemma-3,"""My twinn sleep , but litlle do she know we gota hoe to handle tommorow !""","My twin is asleep, but little does she know we have a situation to handle tomorrow!",negative,positive,"My twin knocked out, but she don’t even know we got somethin’ to handle tomorrow!",negative
Gemma-3,"""Then when I get off I got my Dr appt to go to, hopefully Corri can make it!!!!!""","Then when I get off, I have my doctor’s appointment to go to. Hopefully, Corri can make it!",positive,neutral,"Then when I get off, I got my doctor’s appointment to go to. Hope Corri can make it!",neutral
Gemma-3,Bout to spend time wit my hubby and the kids before he goes to work and they go home....,About to spend time with my husband and the kids before he goes to work and they go home...,positive,neutral,Boutta spend some time wit my man and the kids before he head to work and they go home...,positive
Gemma-3,Debating if i should order my dress online and just go buy mw some shoes,I'm debating whether I should order my dress online and then just go buy myself some shoes.,positive,neutral,I’m tryna decide if I should just order my dress online and then go get me some shoes.,positive
Gemma-3,oh we otw to the hood for a lil while yall cum over there,"Oh, we’re on the way to the neighborhood for a little while. You all come over there.",negative,positive,"Oh, we on our way to the neighborhood for a lil bit. Y’all come through.",positive
Gemma-3,Shout Out Too My Boo  ... Been Down Since Jits && Bout My Dawq ' Ion Play Dat Sh.t,"Shout out to my girl . We've been close since we were kids, and I'm always there for my friend—I don't play about that.",negative,positive,"Big shoutout to my girl . We been tight since we was kids, and I’m always here for my friend—I don’t play ’bout that.",positive
Gemma-3,"""Yuh Suppose Too Bee My Girl . Well Ah REAL GIRLFRIEND Gone Bee There No Matter Wat .""","You’re supposed to be my girl. Well, a real girlfriend is going to be there no matter what.",positive,negative,You s’posed to be my girl. A real girlfriend gon’ be there no matter what.,negative
Gemma-3,Haha Yuh In Laylay && Keykey Got Meh Fuck Up Get Yall Asz On The Floor  #CookieTweet,"Haha, you and Laylay and Keykey have me messed up. Get yourselves on the floor. #CookieTweet",negative,positive,"Haha, you and Laylay and Keykey got me messed up. Y’all betta get on this floor. #CookieTweet",negative
Gemma-3,I can't catch the beginning of this 'think like a man' movie to save my life..lol,"I can never manage to catch the beginning of this 'Think Like a Man' movie, no matter what I do...lol",negative,neutral,"I swear, I can never catch the start of this 'Think Like a Man' movie, no matter what I do...lol",neutral
Gemma-3,""" my shit on bang bro, im bouta KO lol i anit gone lie.  Juss come upstairs whn u come,  cum to the side door.""",""" my music is really loud, bro, I'm about to knock out lol, I'm not going to lie. Just come upstairs when you get here, come to the side door.""",negative,positive,"my music mad loud, bro, I’m boutta knock out lol, ain’t even gon’ lie. Just come upstairs when you get here, come to the side door.",negative
Gemma-3,It wouldnt mattr to me if nobdy called my phone.  Ion answer mfs phone calls anyways but my niggas!,It wouldn’t matter to me if nobody called my phone. I don’t answer anyone’s phone calls anyway except for my close friends!,negative,neutral,"It wouldn’t even matter if nobody hit my phone. I don’t be answering nobody calls anyway, ‘cept my close friends!",neutral
