aae_text,sae_text
The day a bitch make him leave me alone & stop fucking w me for good is da day I'll take my hat off & sulute her... I'm waiting !,The day a woman makes him leave me alone and stops messing with me for good is the day I'll take my hat off and salute her... I'm waiting!
Yelling & rushing me ain't gone do shit but really make me move on MY time.,Yelling and rushing me isn’t going to do anything except make me move on my own time.
When I say I'm Happy I swear I'm not lien so I promise yu I ain't got time for drama nor am I beefing w anybody.,"When I say I'm happy, I swear I'm not lying, so I promise you I don't have time for drama, nor am I arguing with anyone."
If I gota cry to get to the other side lets go cuz we gone survive.,"If I have to cry to get to the other side, let’s go because we’re going to survive."
"""Cuz I know true love ain't easy, boy I know it's yu cuz yu complete me.""","Because I know true love isn't easy, boy, I know it's you because you complete me."
Yu not my friends nor are yu doing for me so wtf is yu worried for ?,"You are not my friend, nor are you doing anything for me, so why are you worried?"
Just wait til my baby shower.. My big ass family plus large crew of friends.. It's gone be successful.,Just wait until my baby shower. My large family and big group of friends... It's going to be a success.
ididnt mean to do it!!!!! ..... malik DM now so i can tell u the rest,"I didn't mean to do it!!!!! ..... Malik, direct message me now so I can tell you the rest."
""" bol , you listen to frank lini and bone thugz and harmony #shootyourself ahah""",""" bro, you listen to Frank Lini and Bone Thugs-N-Harmony #shootyourself haha"""
""" lol lini use to fonk , nigga you got all g-unit new shit playin right now as we tweet ahah !""",""" lol Lini used to fight, man, you have all the new G-Unit music playing right now as we tweet haha!"""
""": I think I'ma record a video tonight , what song dooeee ? Let me love you - Mario""",""": I think I'm going to record a video tonight. Which song should I do? 'Let Me Love You' by Mario."""
: High school made me realize that a lot of people will change just to fit in..,: High school made me realize that many people will change just to fit in.
""": So I guess it cool now for girls to wear axe and men's deodorant lol its not lol""",""": So I guess it's cool now for girls to wear Axe and men's deodorant. Lol, it's not."""
Every small pain or inkling I have I get scared cuz I love this child already n dont want anything to happen to him/her!!!!!,Every small pain or feeling I have makes me scared because I already love this child and don’t want anything to happen to him or her!
As of now snuggled with my lil mama listening to her talk and sing to her lil sis (hopefully)....,"Currently, I'm snuggled up with my little girl, listening to her talk and sing to her (hopefully) little sister..."
"""Off work, those 5hr went by quick...... Now Time to get ready for my date night wit my Mr!!!!""","Off work, those five hours went by quickly... Now it's time to get ready for my date night with my man!"
Omg water is so disgusting at this point in my life WTH.... my baby is being a brat right now,"Oh my gosh, water is so disgusting to me at this point in my life. What the heck... my baby is being difficult right now."
Mf'ers lucky I ain't a fuckn nigga cuz they think shit sweet but its cool cuz God knows wht it is and thts all tht matters PERIOD!!!!!!,"People are lucky that I’m not that kind of person, because they think things are easy, but it’s fine because God knows the truth and that’s all that matters. Period!"
Ready to get off and chill.... idk wht imma do but hey.... guess ill go feed my belly then lay down!!!!,"Ready to get off and relax... I don't know what I'm going to do, but hey... I guess I'll go eat and then lie down!"
"""Then when I get off I got my Dr appt to go to, hopefully Corri can make it!!!!!""","Then when I get off, I have my doctor’s appointment to go to. Hopefully, Corri can make it!"
Need my bae to hurry up so we can take a nap well me at least he just gotta hold me!!!!,"I need my boyfriend to hurry up so we can take a nap—well, at least I will; he just has to hold me!"
Bout to spend time wit my hubby and the kids before he goes to work and they go home....,About to spend time with my husband and the kids before he goes to work and they go home...
"""Dinner is cooked n ate, my princess is taking her shower, and I'm bout to get ready to go on my date wit my mister!!!!!""","Dinner is cooked and eaten, my princess is taking her shower, and I'm about to get ready to go on my date with my mister!"
Bout to finish my nap then cook dinner..... need to make this run but its too cold to have my baby out and she already sick *Shrugs*!!!!!,"I’m about to finish my nap and then cook dinner. I need to run an errand, but it’s too cold to take my baby outside and she’s already sick. *Shrugs*"
In the mean time need to find something to eat befire I make myself sicker!!!!,"In the meantime, I need to find something to eat before I make myself even sicker!"
Then had constant real contractions from my 8th month til my 9th when I had her....,"I then had constant real contractions from my eighth month until my ninth, when I had her...."
Bout to go to sleep before Corri n Mikey come running back in here to attack me!!!!,I'm about to go to sleep before Corri and Mikey come running back in here to attack me!
Well I did my shift at work now I'm bout to chill at my princess school and observe..... She'll b so happy yet surprised!!!!,"Well, I finished my shift at work, and now I'm about to relax at my daughter's school and observe. She will be so happy and surprised!"
Goin to bed wit a smile on my face despite the dum ish thankx to this beautiful weather God is giving us!!!!!!,"Going to bed with a smile on my face despite the dumb stuff, thanks to this beautiful weather God is giving us!"
Yes I'm off tomorrow so I'm bout to find something to do tonight cuz I just don't wanna sit in tha house,"Yes, I have tomorrow off, so I'm about to find something to do tonight because I just don't want to sit in the house."
You dont want me and baby getting a cold..... It looks better on me anyway!!!!!,You don't want the baby and me to catch a cold... It looks better on me anyway!
My morning has been great been up wit my bae til he left for work now baby woke up throwing up!!!!!!,"My morning has been great. I was up with my boyfriend until he left for work, and now the baby woke up throwing up!"
My phone finna die again ! I need to stay off thos damn phone ! But all i was doing was playing games havent been in the mood to talk,My phone is about to die again! I need to stay off this damn phone! But all I was doing was playing games—I haven’t been in the mood to talk.
Debating if i should order my dress online and just go buy mw some shoes,I'm debating whether I should order my dress online and then just go buy myself some shoes.
That bitch knew what she was doing and thats why she did it like that .. ughhhh im getting pissed off just listening to this shit ...,"That woman knew exactly what she was doing, and that’s why she did it that way. Ugh, I’m getting so angry just listening to this."
