aae_text,sae_text,aae_context,aae_continuation,sae_context,sae_continuation
am i a fool for youu ? or is there a force behind my actions ?,"Am I a fool for you, or is there something else driving my actions?",am i a fool for youu ? or is there a,force behind my actions ?,Am I a fool for you,", or is there something else driving my actions ?"
all unanswered questions that can be solved by one night .. one night we will never get .,All the unanswered questions that could be solved in one night... one night we will never have.,all unanswered questions that can be solved by,one night . . one night we will never get .,All the unanswered questions that could be solved in one night . . . one night,we will never have .
im not walking my ass back to abernathy . i refuse . yall can have that .,I am not walking back to Abernathy. I refuse. You all can have that.,im not walking my,ass back to abernathy . i refuse . yall can have that .,I am not walking back to Abernathy . I refuse,. You all can have that .
done packing . finna watch the tv looky box til i get that call in the morning saying we in the way .,Finished packing. I'm about to watch TV until I get that call in the morning saying we're on our way.,done packing . finna watch the tv looky box til i get that call in the morning saying we,in the way .,Finished packing . I ' m about to watch TV until I get that call in the morning saying we ' re,on our way .
""": : i need a valentine . I will be your valentine!!// yay !!!! :)""",""": : I need a valentine. I will be your valentine! Yay! :)""",""" : : i","need a valentine . I will be your valentine ! ! / / yay ! ! ! ! : ) """,""" : : I","need a valentine . I will be your valentine ! Yay ! : ) """
"""I can't see em coming down my eye, so I gotta make the song cry""","""I can't let the tears fall from my eyes, so I have to let the song express my feelings.""",""" I can ' t see em coming down my eye , so I gotta","make the song cry """,""" I can ' t","let the tears fall from my eyes , so I have to let the song express my feelings . """
"""Its like as soon I cum,I come to my senses. I would say these hoes names then I would be snitching""","It's like as soon as I climax, I come to my senses. I would say these women's names, but then I would be telling on myself.",""" Its like as soon I cum , I come to my senses . I would say","these hoes names then I would be snitching ""","It ' s like as soon as I climax , I come to my senses",". I would say these women ' s names , but then I would be telling on myself ."
The feeling of knowing that you don't have to wake up in the morning >>>>,The feeling of knowing that you don’t have to wake up in the morning is unbeatable.,The feeling of knowing that you don ' t have to wake up in the morning,> > > >,The feeling of knowing that you don ’ t,have to wake up in the morning is unbeatable .
I don't catch sub tweets no more cause I rarely scroll down my TL anymore I just tweet and get off lol,"I don't notice subtweets anymore because I rarely scroll down my timeline now; I just tweet and log off, lol.",I don ' t catch,sub tweets no more cause I rarely scroll down my TL anymore I just tweet and get off lol,I don ' t notice subtweets anymore because I rarely scroll down my timeline now ; I just tweet and log,"off , lol ."
I met that girl I had to spoil her cause that girl she so #loyal,I met that girl and I had to spoil her because she is so #loyal.,I met that girl I had,to spoil her cause that girl she so # loyal,I met that girl and I had,to spoil her because she is so # loyal .
Its funny how my name always in your mouth but your name doesn't cross my mind,"It’s funny how you’re always talking about me, but I never even think about you.",Its funny how my name always in your mouth but your name,doesn ' t cross my mind,It ’ s funny how you,"’ re always talking about me , but I never even think about you ."
Really bout to blow this nigga phone up and tell him what's on my mind!,I’m really about to blow up his phone and tell him what’s on my mind!,Really bout to blow this nigga phone up and tell him what ' s,on my mind !,I ’ m really about to blow up his phone and tell him what ’ s,on my mind !
I dnt think about sex in my life like that i rather do it to tha bitch i use to fuck D.G but shit she hate me tragic,"I don’t think about sex in my life like that. I’d rather do it with the woman I used to sleep with, D.G., but she hates me. Tragic.",I dnt think about sex in my life like that i rather do it to tha bitch i use to fuck D . G but shit,she hate me tragic,I don ’ t think,"about sex in my life like that . I ’ d rather do it with the woman I used to sleep with , D . G . , but she hates me . Tragic ."
Yu always gotta have ah bitch that got yo back if yu dnt yu aint shit,"You always need to have a woman who has your back; if you don’t, you’re nothing.",Yu always gotta have ah bitch that got yo,back if yu dnt yu aint shit,"You always need to have a woman who has your back ; if you don ’ t , you",’ re nothing .
Yu want me too come ova so we can tlk but I just want to come ova just so we can fuck if yu aint dwn den move around (just words spoken),"You want me to come over so we can talk, but I just want to come over so we can have sex. If you’re not down, then move along. (Just words spoken)",Yu want me too come ova so we can tlk but I just want to come ova just so we can fuck if yu aint dwn den move around,( just words spoken ),"You want me to come over so we can talk , but I just want to come over so we can have sex . If you ’ re not down , then move along . (",Just words spoken )
"""& then they play  tuff tony  but whole time cant fight like bitch sit down & shutup""","And then they act tough, but the whole time they can’t fight. Just sit down and be quiet.",""" & then they play tuff tony but whole time cant fight like bitch","sit down & shutup ""","And then they act tough , but the whole time they can ’ t fight .",Just sit down and be quiet .
ummm how tf you tell me to text you but you dont text back !? . #subtweet,"Ummm, how on earth do you tell me to text you but then you don’t text back!? #subtweet",ummm how tf you tell me,to text you but you dont text back ! ? . # subtweet,"Ummm , how on earth do",you tell me to text you but then you don ’ t text back ! ? # subtweet
#10thingsaboutmycrush he got gum stuck on his arm from when he was a baby .,#10thingsaboutmycrush He has gum stuck on his arm from when he was a baby.,# 10thingsaboutmycrush he got gum stuck on his arm from when he,was a baby .,# 10thingsaboutmycrush He has gum stuck on his arm from when he,was a baby .
i remember that day #oomf pulled my bathing suit string & my bottoms came off in the pool <<< dfl .,I remember that day when one of my followers pulled my bathing suit string and my bottoms came off in the pool. Dead from laughing.,i remember that day # oomf pulled my bathing suit string & my bottoms came off in the pool <,< < dfl .,I remember that day when one of my followers pulled my bathing suit string and my bottoms came off in the pool .,Dead from laughing .
somebody deleted Ruzzle off my phone * grabs knife * who dying tonight !? .,Someone deleted Ruzzle from my phone. *grabs knife* Who’s dying tonight!?,somebody deleted Ruzzle off my phone * grabs knife * who,dying tonight ! ? .,Someone deleted Ruzzle from my phone,. * grabs knife * Who ’ s dying tonight ! ?
Females always tryna argue wen ah nigga haven a bad day jus shutupbitch  #These Hoez Be Actin Up....,Women are always trying to argue when a man is having a bad day. Just be quiet. #These Girls Are Acting Up...,Females always tryna argue wen ah nigga haven a bad day jus shutupbitch # These Hoez Be Actin Up,. . . .,Women are always trying to argue when a man is having a bad day . Just be quiet . # These Girls Are Acting,Up . . .
Gotti make some of these females look like fools and they be ready to claim the title,"Gotti makes some of these women look foolish, and they are quick to claim the title.",Gotti make some of these,females look like fools and they be ready to claim the title,Gotti makes some of these,"women look foolish , and they are quick to claim the title ."
"""Every1 deserves some space without any repercussions or accusations, especially when s/he is always 110% when there. JWFitn#metimeisvital""","Everyone deserves some space without any consequences or accusations, especially when he or she always gives 110% when present. JWFitn #metimeisvital",""" Every1 deserves some space without any repercussions or accusations , especially when s / he is always","110 % when there . JWFitn # metimeisvital ""","Everyone deserves some space without any consequences or accusations , especially when he or she always",gives 110 % when present . JWFitn # metimeisvital
Mind jus rewinded all da way bak watchn my nigga  highlight tape.. We ran da tournaments.. Outta twn n all..,"I just rewound all the way back watching my friend ’s highlight tape. We dominated the tournaments, even out of town and everything.",Mind jus rewinded all da way bak watchn my nigga highlight tape . . We ran da,tournaments . . Outta twn n all . .,I just rewound all,"the way back watching my friend ’ s highlight tape . We dominated the tournaments , even out of town and everything ."
"""I want ah nigga who gone beat my ass when I'm doing shit wrong,not in ah bad way bhut to be in dat with me& any nigga..!!""","I want a man who will hold me accountable when I’m doing something wrong—not in a bad way, but to be there with me and stand by me, unlike any other man.",""" I want ah nigga who gone beat my ass when I ' m doing shit wrong , not in ah bad way bhut to be in dat with me & any nigga",". . ! ! ""","I want a man who will hold me accountable when I ’ m doing something wrong — not in a bad way , but to be there with me and stand by me ,",unlike any other man .
