sae_text,aae_text
"that grenade stuff is nothing. In LA, they had a program where you could bring in your guns for cash. Someone walked in with two rocket launchers.","that grenade stuff ain’t nothin. Out in LA, they had a program where you could turn in your guns for some cash. Somebody came through with two rocket launchers."
"Lord, if I could have taken a picture of this ridiculous situation in this WIC office.","Lawd, if I coulda took a picture of this mess up in this WIC office."
I’m really happy. Those new shoes that just came out are about to be on my feet! Heck yeah!,I’m real happy. Them new shoes that just dropped ’bout to be on my feet! Hell yeah!
"I was going through a picture book and I saw it, lol. Do you want me to put it on here, lol?","I was lookin’ through a picture book and I seen it, lol. You want me to put it on here, lol?"
"Am I supposed to fail? Should I just stop trying and give up? No, wait a minute... that's exactly what they're waiting for me to do.","So I’m just s’posed to fail? Should I just stop tryin’ and give up? Nah, hold up... that’s exactly what they waitin’ on me to do."
"bro, this is  and I’m laughing so hard at that, bro. I just burst out laughing.","bruh, this  and I’m hollerin’ at that, bruh. I just busted out laughin’."
"Oh yes, I need to go ahead and make this awesome track with  and . I have always wanted to make a song with them.","Oh yeah, I really gotta go on and make this fire track wit  and . I been wanna do a song wit them."
"When girls shut down > Good, now I don't have to hear about what the last guy did to you.","When girls shut down > Bet, now I ain’t gotta hear ’bout what that last dude did to you."
"I want to show some love to my backbone, my rib, my life, and most of all, my wife!  I love you, Boogi Baby!","Wanna show some love to my backbone, my rib, my life, and most of all, my wife!  Love you, Boogi Baby!"
"Good morning, happy new year! I feel good—my Vikings, Orangemen (both teams), and Thunder finished the 2012 year with wins. #happynewyear","Mornin’, happy new year! I’m feelin’ good—my Vikings, Orangemen (both teams), and Thunder all ended 2012 wit’ them wins. #happynewyear"
"Damn, my Vikings lost. We will be back next season though. , good game—you’re the best. #apmvp","Damn, my Vikings lost. We gon’ be back next season tho. , good game—you da best. #apmvp"
Strength is not found in the victory; it is found in the hardships and in what you overcome to achieve the victory.,Strength ain’t in the win; it’s in the struggle and what you go through to get that win.
I have a feeling the Seahawks will win today but lose to the Niners. I would love to see a Harbaugh Super Bowl.,I got a feelin the Seahawks gon win today but they gon lose to the Niners. I’d love to see a Harbaugh Super Bowl.
I should have let go of my past for you; you did everything I asked of you.,I shoulda let go my past for you; you did everything I asked you to.
"I have to lose some weight; I’m going to do this. Lord knows I’ve gained about a good 20 pounds, lol… *shrugs*","I gotta lose some weight; I’ma do this. Lawd knows I done gained a good 20 pounds, lol… *shrugs*"
"Yes, that’s exactly how I feel. You should be able to look at a sweater from 2013 in 2020 and think, “I can still wear this.”","Yup, that’s exactly how I feel. You supposed to be able to look at a sweater from 2013 in 2020 and be like, “I can still rock this.”"
"If that woman didn’t have a gun, she still would have found a way to kill her child and herself. She had mental health issues. That’s it, plain and simple.","If that woman ain’t have no gun, she still woulda found a way to kill her baby and herself. She was dealin’ with mental health issues. That’s it, straight up."
"Yes, I'm a Bears fan. If after 9 years Frazier is not making the playoffs consistently, then yeah, he will probably be fired.","Yeah, I’m a Bears fan. If Frazier ain’t makin’ the playoffs on the regular after 9 years, then yeah, he prolly gon’ get fired."
Buffalo Bills hire Syracuse football coach as their new head coach... I didn't even know Syracuse still had a football team. #LoserKeepLosing,Buffalo Bills went and hired Syracuse’s football coach as they new head coach... I ain’t even know Syracuse still had a football team. #LoserStayLosing
"Highlight of my day, food-wise: salad for lunch and either cereal or salad for dinner. Disappointing!","Highlight of my day, food-wise: had a salad for lunch and then either some cereal or another salad for dinner. Man, that’s a letdown!"
"It's funny how the main person who thinks it's not about them... it actually is, though. I know guys who just did what they had to do to have sex.","It’s funny how the main one who swear it ain’t about them… it really is, tho. I know dudes who just did what they had to do just to smash."
"""Honestly, 'lol' and 'lmao' are used the same way by me. It just depends on which one I feel like using.""","Honestly, ""lol"" and ""lmao"" mean the same thing to me. It just depend on which one I feel like usin'."
I’m insulted; you should go ahead and bow so deeply that your knees touch your forehead…,I’m offended; you betta go head and bow so deep ya knees touch ya forehead…
Peyton isn’t running on 3rd & 5. I can’t believe that. I think it was a called run and Peyton didn’t audible out.,Peyton ain’t runnin’ on 3rd & 5. I can’t believe that. I think they called a run and Peyton ain’t even audible out.
I still say Peyton. Eli can't get into the playoffs without an awesome defense and star wide receivers.,I’m still sayin Peyton. Eli ain’t gettin in the playoffs without a cold defense and some star receivers.
"LOL yeah, it’s tough. Just relax and remember that people are trying their best, and that means a lot. Also, aren’t you planning the all-girls day?","LOL yeah, it’s rough. Just chill and remember folks doin’ they best, and that mean a lot. Plus, ain’t you the one plannin’ the all-girls day?"
"On these sneaker sites, people are recreating other people's designs. I’ve seen a bunch of Yeezy KD 4s, LeBron Xs, and so on. How lame!","On these sneaker sites, folks just be remixin’ other people’s designs. I done seen hella Yeezy KD 4s, LeBron Xs, all that. That’s mad lame!"
"I don’t know, but I’m sure we will find out tomorrow. It was probably Tibbs who had an issue rather than an injury.","Ion even know, but I’m sure we gon find out tomorrow. It was prolly Tibbs who had a issue, not no injury."
"Awesome video of #BrianScalabrine dominating people in one-on-one games. People questioned whether he could play, so he challenged them and defeated them.","Dope video of #BrianScalabrine cookin’ folks one-on-one. Folks was doubting if he could hoop, so he called ’em out and straight up beat ’em."
"If the WiFi is working fine, check to make sure the Netflix app is updated. If it still doesn't work, send me the error.","If the WiFi actin’ right, make sure yo’ Netflix app up to date. If it still ain’t workin’, send me the error."
Taking this money out of my savings to pay Michael Jordan tomorrow. I wait for release dates because I’m not paying anyone more than the retail price.,Takin this money out my savings to pay Michael Jordan tomorrow. I wait on release dates cuz I ain’t payin nobody more than retail.
""" Yes, the Celtics need to think about the future; they are not going to win with the team they have now.""","Yeah, the Celtics gotta think ’bout the future; they ain’t gon’ win wit’ the team they got now."
